order_date,category,units_sold,inventory_on_hand,unit_price,_injected_anomaly
29-04-2024, Toys ,219,485,26.16,
30-07-2023, Toys ,134,343,25.07,
04-12-2024,Electronics,311,786,255.53,
10-Sep-24, groceries ,483,1013,8.17,
05/31/2025,CLOTHING,354,896,40.55,
2023.10.03,Toys,125,226,23.98,
06/21/2024,Cloting,302,516,40.05,
"May 31, 2023",Furnitature,136,204,$397.59,
"Apr 22, 2023",Furniture,101,na,$402.12,
2024.07.28,Grocery,477,1028,8.55,
"Nov 28, 2024",Toys,222,,26.19,
"Oct 31, 2023",Furnitature,97,266,$408.91,
19-Feb-25,Electroncs,451,930,"259,83",
12-Oct-23, furniture,80,152,"389,87",
23-Dec-24,Electroncs,385,949,242.05,
"Sep 29, 2024",Clothing,216,504,40.74,
2023.06.19,electronics,-228,567,249.37,
08-Jul-24,Groceries,NULL,937,$8.43,
05/28/2023,groceries,597,1167,8.48,
2024.03.03,clothing,420,793,41.37,
06-10-2023,Furniture, ,162,405.98,
12-Oct-24,TOYS,105,251,25.72,
"Feb 03, 2023", furniture,99,208,$409.40,
03/27/2025,Furnitature,168,368,400.13,
2024.08.20,Groceries,555,na,8.3,
20-Jan-23,ELECTRONICS,199,570,261.09,
14-Nov-23,FURNITURE ,139,324,401.91,
28-Feb-25, Electronics ,312,933,246.24,
"Jan 12, 2024", Clothing,287,443,41.83,
01-09-2024,Groceries,690,1736,8.6,
25-05-2025,ELECTRONICS,329,652,$257.63,
2023.04.11,CLOTHING,442,682,39.26,
"Oct 13, 2024",Cloting,241,506,$41.50,
"Feb 22, 2025",Electroncs,345,993,239.53,
05-03-2024,groceries,611,1631,8.44,
"Aug 28, 2023",GROCERIES ,396,618,$8.40,
16-Jan-24,clothing,452,883,41.4,
"Jan 22, 2024",Cloting,343,841,$38.83,
21-Mar-23,Groceries,782,null,8.32,
23-04-2023,Grocery,652,1305,"8,29",
22-Jul-23,Electronics,195,479,255.14,
2023.01.12, groceries ,624,1440,8.48,
20-Oct-24,Electronics,178,494,$247.48,
15-Aug-23,Toys,148,377,25.04,
2024.03.28,Cloting,508,1225,39.34,
31-Oct-24,Grocery,436,1110,8.26,
21-12-2023, furniture,141,331,$414.83,
06/29/2023,clothing,379,992,41.59,
"Apr 10, 2024",clothing,-522,820,40.44,
"Dec 07, 2024", Clothing,385,956,38.8,
01-05-2023,electronics,273,415,239.82,
10-02-2024,Toys,142,337,$25.99,
26-06-2025,clothing,-398,989,$40.50,
03/13/2024,CLOTHING,510,1466,38.78,
06/29/2024,furniture,99,235,$405.07,
02-04-2025,TOYS,227,645,24.55,
20-May-24,electronics,299,568,237.93,
03/20/2023,Cloting,397,862,38.17,
2023.12.08,TOYS,166,386,24.26,
14-Jan-24, groceries ,491,764,$8.69,
"Apr 06, 2025",Furnitature,154,348,$405.62,
06-12-2024, groceries ,756,1843,8.53,
"May 22, 2024",Groceries,753,1395,8.54,
"Oct 11, 2024", groceries ,340,696,$8.74,
2024.07.03,Groceries,605,1623,8.61,
01-06-2024,clothing,312,897,38.33,
2023.06.03,Clothing,337,952,"38,00",
"Aug 25, 2024",Groceries,399,988,$8.65,
"Jan 11, 2023",Clothing,379,1043,"39,87",
11/14/2023, Clothing,422,1159,"41,52",
2023.02.09,clothing,402,1167,38.12,
2023.12.01, Clothing,372,1066,39.61,
24-Feb-23,Toys,159,366,25.24,
26-Dec-23,Furnitature,158,290,407.69,
06/30/2023,Electroncs,207,547,$243.68,
"Jun 17, 2025",Cloting,427,1075,"40,95",
17-Apr-23,Toyz,34,77,$24.22,drop
26-02-2023,furniture,111,186,405.92,
"Sep 04, 2023",Toyz,102,201,$23.95,
"Oct 09, 2024",Clothing,291,782,39,
13-05-2024,ELECTRONICS,344,801,258.92,
05/23/2024,furniture,131,296,411.4,
29-05-2025,clothing,446,1177,"39,81",
2023.09.24, furniture,75,133,"414,72",
07-02-2025,toys,204,450,25.1,
06-Jan-24,Electroncs,225,472,"241,06",
"Nov 13, 2023",groceries,558,1669,8.26,
28-10-2023,toys,105,187,"24,23",
12/23/2024, Clothing,455,704,41.25,
07-Dec-24, Electronics ,307,741,260.9,
21-Oct-24,TOYS,132,361,NULL,
27-May-24, groceries ,634,1780,$8.50,
09-05-2024,Furniture,85,207,389.51,
08/19/2024, groceries ,405,1117,8.69,
"Feb 09, 2023",Furniture,114,310,"408,81",
"Nov 05, 2023",Clothing,341,554,$38.65,
19-12-2024,electronics,392,754,?,
22-Jun-24,clothing,299,564,39.53,
31-May-25,Electroncs,313,530,$251.20,
06/21/2025,Groceries,505,798,8.77,
03-02-2025,clothing,403,902,40.74,
28-03-2025,toys,191,432,25.63,
04/20/2024,FURNITURE ,115,233,"409,29",
14-02-2023,Groceries,731,2185,"8,62",
2024.06.11,CLOTHING,416,629,40.39,
"Aug 09, 2024",ELECTRONICS,208,344,$241.50,
02-09-2023,toys,174,520,24.68,
2023.10.19,furniture,75,165,$414.26,
24-01-2025, Toys ,166,291,$23.85,
"Jul 14, 2024",FURNITURE ,89,150,$392.66,
2023.01.22,Groceries,560,1088,$8.49,
"Jul 11, 2024",Toys,159,239,25.06,
2024.04.02,Electronics,391,617,254.98,
08-Nov-24,Electroncs,?,507,242.31,
10/31/2023, Electronics ,223,na,$246.32,
2025.05.01,Furniture,148,342,"408,62",
17-11-2024, Electronics ,320,819,238.08,
"Jan 08, 2023",ELECTRONICS,203,427,$262.02,
03-Jan-24,Grocery,593,943,8.56,
19-Nov-24,TOYS,241,428,"25,42",
"Mar 25, 2025",Toys,265,784,24.5,
2023.12.13,Furnitature,159,NULL,"381,21",
08/29/2024,Furnitature,84,188,400.47,
05-Nov-24,Electroncs,362,769,$249.31,
30-11-2023,clothing,404,907,$38.06,
29-11-2024, Toys ,175,512,26.03,
"Oct 24, 2023",TOYS,135,244,24.07,
"Dec 17, 2024", furniture,177,474,$404.25,
05/31/2024, Toys ,149,236,$24.62,
"May 21, 2024",groceries,796,1700,8.19,
07-Jul-23,electronics,213,452,257.33,
06/26/2023,furniture,100,285,$410.10,
2023.07.15,furniture,76,180,"384,19",
25-Dec-23,toys,192,340,24.87,
04-04-2024,electronics,353,905,254.95,
2024.11.01,clothing,300,775,$38.89,
17-01-2023, Toys , ,392,25.18,
2023.12.20, Clothing,517,950,"39,12",
2024.10.18,Cloting,233,,$41.20,
04-07-2023,FURNITURE ,?,306,$379.52,
"Mar 18, 2023",groceries,614,1015,8.8,
30-11-2023,Furniture,144,371,$412.55,
2024.02.17,Electronics,308,586,$248.42,
08-03-2024,Electroncs,228,459,260.99,
19-Jul-24,Grocery,448,1138,8.18,
2024.07.22,furniture,102,239,$393.98,
06-03-2023, Toys ,160,452,25.72,
05-08-2024,Furniture,151,246,$397.56,
16-11-2024,furniture,118,201,"411,81",
23-01-2023,Electronics,219,555,$249.35,
24-Jun-24,Toyz,176,518,25.35,
2023.07.24,ELECTRONICS,221,517,$241.56,
"Aug 04, 2024", groceries ,394,823,8.41,
02-Jan-23,Furniture,100,252,$387.81,
08/21/2023,toys,128,232,23.93,
2024.04.26,FURNITURE ,115,231,382.31,
11-12-2024,Furniture,142,230,"388,73",
04-06-2025,ELECTRONICS,431,1136,250.43,
02/22/2025,TOYS,185,489,$24.54,
11-02-2024,Groceries,562,1354,$8.53,
"Dec 30, 2023", groceries ,631,1263,8.81,
2025.01.29,electronics,411,788,?,
26-Dec-23,TOYS,237,566,25.05,
05-02-2024,Clothing,441,1095,"39,09",
"Aug 11, 2024", groceries ,385,930,8.75,
2023.02.18, Clothing,339,621,$39.49,
12-10-2023,Grocery,643,1270,8.09,
2024.07.10,Toys,197,333,25.97,
"Nov 22, 2023",clothing,391,714,38.68,
04/29/2023,ELECTRONICS,230,478,$240.90,
08-09-2024,Clothing,-221,650,41.34,
2023.04.09,TOYS,190,472,23.72,
"Sep 24, 2024",Toyz,143,323,"23,86",
2025.04.11, Clothing,406,808,38.49,
27-May-24,ELECTRONICS,316,893,254.75,
09-05-2023,groceries,796,1898,8.44,
2024.01.19,clothing,338,803,$41.07,
12-03-2023,Cloting,,655,39.48,
10-01-2025, groceries ,550,1205,8.42,
2025.04.23, Electronics ,412,904,$240.87,
12-04-2024,Furniture,155,272,399.24,
2025.04.16,furniture,NULL,395,$410.33,
09-06-2024,electronics,172,293,260.26,
13-03-2023, groceries ,649,1563,$8.18,
21-11-2024,Electronics,359, ,249.24,
15-04-2025,Cloting,541,1011,39.48,
31-Jul-23,Toys,130,333,$25.25,
03-08-2024,Furnitature,89,255,414.02,
03-06-2023,groceries,595,1335,8.5,
02-May-24,Furniture,137,362,393.48,
26-Apr-25,Toyz,205,434,$24.09,
02-06-2023,electronics,242,363,249.4,
16-May-24,Electroncs,334,647,240.23,
01/26/2024,FURNITURE ,107,288,417.34,
01-11-2023,electronics,301,633,$239.06,
24-03-2023, Clothing,380,650,$38.65,
2024.10.22, furniture,91,182,"396,75",
10-04-2024, Electronics ,180,401,243.05,
2025.03.12,Cloting,549,1389,"38,82",
2023.07.07,Furniture,82,188,411.82,
22-Aug-24,electronics,217,617,"259,49",
10-09-2024,clothing,-269,442,$38.91,
11/26/2024, Electronics ,374,883,241.37,
2025.06.20, furniture,105,207,396.78,
07-01-2024, Clothing,326,725,$39.47,
"Apr 13, 2025", Clothing,-388,810,$40.93,
04-12-2024,clothing,504,951,40.28,
01/16/2025,Furnitature,19,44,383.47,drop
12-03-2024, furniture,157,290,"382,04",
2025.04.28, furniture,123,188,402.85,
02-Aug-23,TOYS,147,234,$24.15,
2023.04.21,Cloting,341,529,38.14,
17-04-2025,ELECTRONICS,407,777,261.92,
03/19/2024,Furnitature,163,N/A,382.53,
"Jan 03, 2023",Cloting,370,1066,$41.66,
03-03-2024,ELECTRONICS,313,671,243.92,
2023.01.10,Cloting,402,1028,38.25,
25-Jun-25,FURNITURE ,null, ,?,
2024.03.15, Toys ,176,null,$23.85,
01/30/2024, Toys ,203,606,24.29,
28-03-2024,Toyz,208,551,24.78,
25-11-2023,Grocery,536,929,$8.55,
"Jul 27, 2024",furniture,-87,213,$396.56,
2023.07.19,Furniture,111,216,418.31,
03/24/2024,FURNITURE ,-126,334,$382.43,
18-Jun-24, Toys ,191,363,"24,31",
03-07-2024,groceries,746,1395,$8.21,
12/25/2024, Clothing,558,1207,38.81,
"Mar 02, 2024",GROCERIES ,628,1190,$8.85,
01-02-2024,electronics,310,920,$244.42,
27-Sep-24,Toys,100,276,25.97,
01/16/2023,groceries,566,1675,$8.58,
26-Mar-25,Furnitature,176,342,386.45,
2023.08.22, Electronics ,219,557,260.31,
05-06-2023,Clothing,320,903,38.53,
"Feb 08, 2024",Groceries,688,1284,8.37,
20-Dec-24,Furniture,136,246,$413.25,
2024.12.05, Electronics ,401,761,$255.84,
09/21/2024,Groceries,316,881,8.39,
07-07-2024,Groceries,531,1055,$8.89,
06-May-24,furniture,137,336,406.56,
2023.05.26,Electronics,237,498,$256.80,
"Oct 25, 2024",CLOTHING,203,NULL,38.86,
28-02-2023,Clothing,470,888,41.24,
2025.04.25,ELECTRONICS,?,489,258.04,
31-01-2023, groceries ,727,1486,8.87,
03/13/2023,Electronics,276,507,$262.11,
22-02-2023, furniture,152,372,406.87,
15-Dec-24, Clothing,406,1053,40.11,
03/25/2025,CLOTHING,547,1363,na,
"Jan 11, 2024",Furniture,119,187,391.75,
2023.12.02,CLOTHING,365,593,$40.02,
"May 31, 2024", groceries ,530,1452,"8,52",
2024.06.25,Furniture,131,384,$394.99,
2024.01.08,electronics,243,388,$242.15,
05-09-2024,clothing,248,NULL,$38.96,
10-06-2025,furniture,150,306,396.19,
"Jul 26, 2023", Toys ,152,294,$25.37,
18-02-2024,Clothing,-386,1159,39.54,
"May 28, 2023", furniture,105,233,$397.31,
"Jul 11, 2024",ELECTRONICS,314,569,248.7,
"Aug 13, 2023",CLOTHING,254,612,38.6,
01-02-2024,Furniture,129,214,393.93,
"Dec 13, 2023", Toys ,257,755,$25.03,
24-Jun-25,Toyz,224,,26.05,
2023.02.06,ELECTRONICS,273,698,254.75,
10-10-2023,Toyz,123,343,23.88,
18-04-2025,Toys,192,332,$23.74,
03-08-2025,electronics,334,571,260.31,
06/13/2023,Electronics,327,975,245.92,
2024.07.03,Toyz,191,493,24.34,
2025.01.01,CLOTHING,368,684,"39,65",
11-01-2023,clothing,438,1030,"38,00",
11/22/2024,groceries,558,914,8.62,
05-07-2023,Toys,-198,440,24.78,
23-06-2024,electronics,na,705,"245,51",
10-08-2023,Cloting,288,466,"41,16",
28-May-24,Furnitature,157,367,405.26,
05-09-2024, groceries ,417,1110,$8.26,
10/14/2023,groceries,305,731,$8.39,
07-03-2023,Toys,234,559,"24,50",
24-Sep-24,CLOTHING,271,647,40.68,
09/19/2023,CLOTHING,233,?,$39.10,
"Jan 20, 2024",Cloting,337,665,38.15,
2024.03.27,Groceries,N/A, ,8.63,
2024.03.23, Toys ,194,353,25.58,
07-06-2023, furniture,136,292,404.43,
09-07-2024, groceries ,618,1458,8.85,
"Nov 16, 2024",electronics,305,832,253.84,
08/27/2024,Electroncs,236,356,N/A,
2024.07.26,electronics,201,305,261.22,
25-04-2023,Electronics,342,na,243.97,
05/25/2024, Electronics ,306,745,249.5,
15-Nov-24,Furniture,132,na,395.55,
2023.04.04,groceries,835,1953,8.53,
"Sep 03, 2024",CLOTHING,319,492,38.46,
24-Jan-24,Electroncs,341,811,"250,76",
06/24/2024,Cloting,338,991,null,
12-Sep-24,Toyz,18,48,26.02,drop
05/20/2023,Toys,145,279,25.58,
07-04-2023, groceries ,585,1666,$8.66,
03/13/2024,Grocery,917,1420,$8.79,
08-12-2024,CLOTHING,235,465,40.73,
"Jun 13, 2024", groceries ,617,1714,8.6,
2024.05.31,CLOTHING,351,592,40.7,
01-12-2024,GROCERIES ,624,1198,"8,25",
22-Jan-23,Electroncs,241,631,249.4,
01-08-2025,Toys,225,551,23.82,
30-Oct-24,TOYS,143, ,24.83,
05-Mar-25,Furnitature,169,389,$416.51,
31-08-2024,Groceries,348,758,$8.61,
"Oct 31, 2024",Furniture,88,206,380.71,
25-03-2023,Clothing,358,660,39.53,
2024.05.27,toys,173,300,"24,74",
19-12-2024, furniture,156,400,386.15,
2024.11.07,Groceries,709,1495,8.39,
22-Jul-23,groceries,409,1116,$8.55,
18-05-2025, Clothing,na,746,$38.38,
15-Jun-24, furniture,107,272,417.74,
19-Jul-24,CLOTHING,260,394,38.25,
"Sep 27, 2024",clothing,191,452,40.68,
21-Mar-25,Furnitature,142,213,409.62,
14-May-25,toys,259,655,$24.96,
08-03-2024,Grocery,399,1056,8.66,
26-03-2023,Furniture,NULL,248,$389.34,
04-Jan-25,Electronics,259,NULL,241.07,
12/16/2023,Toys,184,442,24.67,
20-07-2023,Furnitature,104,197,390.87,
02-Dec-24,groceries,604,1223,null,
2024.12.28,ELECTRONICS,389,998,252.48,
02-12-2025,clothing,-502,,40.5,
2024.12.21,electronics,324,?,$252.36,
19-04-2023,ELECTRONICS,328,554,$240.06,
05/29/2024,Grocery,816,2333,$8.16,
05-08-2024,Furniture,85,252,379.33,
04-Jan-24,electronics,310,875,240.43,
06-12-2024,clothing,437,1268,$39.68,
2024.04.09,ELECTRONICS,367,771,"237,68",
"Mar 27, 2025",Toys, ,664,"24,63",
15-Nov-24,Electronics,286,N/A,252.06,
"Mar 06, 2025",toys,216,461,$24.80,
10-01-2024,Toyz,219,610,$26.07,
"Mar 24, 2024",Toyz,193,426,"23,79",
"Apr 20, 2024",Cloting,-346,632,$41.42,
17-01-2023,Furnitature,120,322,389.71,
16-04-2025,TOYS,269,438,$23.76,
"May 30, 2023",Toys,204,578,24.37,
08-Oct-24,CLOTHING,278,485,$40.21,
17-Sep-24,Cloting,270,730,40.68,
12-03-2024,clothing,533,880,$39.10,
10-02-2023, Toys ,106,247,$23.83,
2023.09.19,TOYS,136,344,$26.02,
13-07-2024,toys,132,334,na,
"Apr 18, 2024",Electronics,391,872,256.01,
"Jan 27, 2023",electronics,204,566,261.6,
2024.09.26,ELECTRONICS,198,360,247.55,
2023.10.03,Groceries,424,760,8.83,
02-May-23,TOYS,232,543,23.79,
2024.01.12,furniture,94,164,398.62,
01-06-2023,Grocery,461,799,8.3,
04/20/2025,Grocery,662,1033,$8.12,
21-12-2024,furniture, ,223,$393.45,
03-04-2025,TOYS,255,594,"26,18",
08-03-2024, Toys ,170,350,24.1,
06/19/2023,toys,166,369,25.05,
03-05-2024,Toyz,254,626,24.59,
01/30/2023,Clothing,319,496,"38,80",
25-Aug-24, Clothing,222,606,38.3,
2023.04.13,Cloting,433,1125,38.36,
"Apr 30, 2025",TOYS,272,647,25.38,
25-Oct-23,Toyz,129,289,26.08,
29-09-2023,Electronics,146,301,261.75,
2023.06.09,Electroncs,223,528,253.87,
03-08-2024,Groceries,607,1707,$8.58,
2024.08.24,Cloting,1026,2069,$41.06,spike
06-08-2023,Groceries,413,829,8.58,
"Jun 30, 2024",clothing,309,754,38.24,
"Jan 09, 2023",clothing,312,681,"41,53",
06-Oct-23, groceries ,358,902,8.82,
12/29/2023,clothing,398,672,$41.55,
"Jul 13, 2024", Electronics ,-217,494,260.78,
31-Mar-23,Electroncs,245,495,247.78,
01-12-2023,Toys,162,439,$24.85,
01/30/2023,FURNITURE ,97,196,392.56,
05-Apr-23,groceries,815,2081,$8.28,
18-05-2025, groceries ,612,1773,8.07,
13-Jun-23,Toys,173,497,25.12,
17-Jun-24,Toyz,182,408,$25.63,
31-Mar-25,Groceries,703,1341,8.22,
11-10-2024,Clothing,216,336,40.69,
2025.05.02,Cloting,379,663,41.47,
08-08-2023,Grocery,559,1247,$8.26,
2023.03.23, Toys ,NULL,502,25.68,
10-Feb-24,Groceries,609,1161,$8.34,
09/17/2024,toys,142,254,24.54,
05/28/2023,groceries,597,1167,8.48,
"Jan 08, 2024",Toyz,155,375,$25.93,
05-Sep-24,electronics,232,518,$255.25,
01/23/2025,CLOTHING,466,1081,$38.47,
"Apr 10, 2023",Furnitature,114,292,"380,64",
14-04-2023,Electroncs,279,776,$251.08,
10/14/2023,Furniture,70,126,403.64,
"Mar 30, 2023", groceries ,799,2393,8.79,
"Apr 08, 2023",Electronics,265,648,238.84,
"Nov 28, 2023", Electronics ,332,676,243.41,
06/28/2025,GROCERIES ,467,1291,8.55,
"May 09, 2025",Electroncs,343,728,$248.67,
04-11-2024,groceries,620,1086,$8.10,
10/21/2023,Groceries,357,1047,8.46,
03-Feb-25,Electronics,342,900,$254.86,
04/16/2025,Electroncs,488,1092, ,
"Aug 14, 2024", furniture,106,276,408.88,
02-12-2023,furniture,-112,237,401.49,
"Jun 11, 2025",TOYS,215,N/A,24.47,
2024.01.30,Electronics,1830,4564,$250.36,spike
15-May-25, groceries ,736,2062,$8.48,
13-Sep-24,furniture,69,192,384.25,
08/17/2023,Groceries,449,806,"8,37",
12-04-2023,groceries,797,1327,"8,45",
"Oct 28, 2023", groceries ,359,1008,"8,86",
05-07-2024,Furnitature,163,311,"397,18",
18-01-2023, furniture,130,342,413.86,
2023.12.12,Furniture,153,316,381.28,
2023.10.12,ELECTRONICS,192,478,251.84,
03-01-2023,Toyz,227,679,24.14,
15-03-2025, Clothing,376,803,38.04,
2023.07.14,GROCERIES ,-379,1120,"8,84",
22-Mar-25,Electronics,331,758,$256.89,
2025.05.12,electronics,368,853,$254.90,
"Apr 09, 2023",electronics,279,763,257.56,
05/20/2025,Furnitature,164,252,399.83,
2023.04.08, Toys ,186,537,$23.93,
2024.07.13,Clothing,287,751,$41.02,
"Nov 03, 2023",Electronics,251,386,$239.93,
11/30/2024,Clothing,343,579,41.06,
18-Jan-24,Clothing,381,605,38.9,
"Jan 05, 2024",GROCERIES ,436,1263,$8.57,
29-10-2024,CLOTHING,296,774,"40,01",
01/13/2023,groceries,459,1200,8.87,
06/22/2025,TOYS,186,342,$25.85,
2023.11.27,Electroncs,308,793,240.4,
01-02-2023,toys,211,561,25.76,
28-Sep-23,Furnitature,80,123,397.89,
04/21/2024,Furniture,139,380,387.57,
27-Jan-24,furniture,633,1460,383.06,spike
21-Mar-24,Grocery,811,1982,8.22,
"Apr 13, 2025",electronics,373,976,253.04,
2024.09.20,Furnitature,-74,161,$405.73,
11-08-2023,Cloting,422,985,39.99,
"Mar 17, 2023",FURNITURE ,116,174,408.42,
"Jul 04, 2023",GROCERIES ,640,1041,"8,18",
08-Jan-23,GROCERIES ,476,1227,8.32,
"Nov 10, 2024",Grocery,546,951,$8.56,
13-11-2023,CLOTHING,na,818,39.58,
26-Oct-23,electronics,176,507,$247.22,
22-11-2024, Toys ,-180,514,$25.30,
01/24/2023,Toyz,197,334,25.03,
05-03-2023,Clothing,354,,39.18,
26-Jun-23, Clothing,364,614,40.1,
"Aug 14, 2024",Electroncs,240,na,239.25,
2023.08.24,Toys,138,391,25.79,
2024.12.31, Electronics ,460,1157,"252,70",
2024.08.02,TOYS,121,242,$25.18,
"Feb 02, 2023",TOYS,192,473,"24,95",
2025.05.01,Grocery,786,2063,$8.80,
"Feb 19, 2023",furniture, ,229,380.21,
"Mar 04, 2023",Electronics,246,682,"256,76",
20-Apr-23,Clothing,433,684,40.8,
"Mar 15, 2023", Electronics ,369,869,248.44,
17-08-2023,Electroncs,215,592,245.41,
2023.02.17, furniture,101,199,"408,37",
05-Sep-23,TOYS,123,362,23.95,
"Dec 22, 2023",Furniture,110,320,392.39,
08-Sep-24,electronics,181,497,249.89,
14-01-2023,FURNITURE ,87,254,398.11,
"Jun 27, 2023",furniture,113,218,417.06,
06-05-2024,FURNITURE ,155,238,393.55,
2025.02.16,Furniture,138,303,"394,45",
"Jun 15, 2025",Electronics,282,na,257.32,
26-01-2023, furniture,107,219,"390,50",
27-05-2023,Grocery,486,1005,$8.69,
09-05-2024, Toys ,231,558,25.98,
"Sep 09, 2023",Furnitature,62,142,380.93,
26-Nov-24,Toys,254,651,25.61,
12/25/2024,Electroncs,474,1155,"245,00",
"Jun 06, 2025",Toys,na,247,"25,23",
"Jun 08, 2025",Electroncs,325,551,$254.61,
2024.08.16,Furniture,78,197,381.32,
06/13/2023,Clothing,414,754,"39,42",
25-Aug-24,FURNITURE ,80,224,417.44,
"May 24, 2023",Toys,222,618,25.88,
12-Jan-24,toys,147,368,$25.66,
01/27/2025,Toys,202,573,23.78,
16-09-2024,furniture,74,157,"395,24",
04-06-2025, Clothing,462,1207,$40.42,
"Jul 21, 2024",Toys,142,284,$24.20,
15-Feb-23,Groceries,710,1719,8.57,
12/14/2024,electronics,316,871,242.44,
04-05-2024, furniture,?,303,$403.88,
05/22/2024,Clothing,438,1254,$39.52,
"Aug 08, 2023",toys,-158,259,25.08,
2025.04.15,Groceries,815,2226,8.11,
21-01-2023,TOYS,140,348,$23.77,
"Jan 17, 2023",Electroncs,284,487,$242.26,
"Jul 17, 2024",TOYS,174,483,25.58,
"May 24, 2024", furniture,112,314,$384.05,
10-Sep-24,toys,149,321,25.06,
2024.02.17,Electronics,308,586,$248.42,
03/16/2025,Electronics,321,844,241.14,
18-Mar-24,ELECTRONICS,311,691,247.49,
"Feb 16, 2025",Grocery,662,1568,8.71,
06-Apr-23,Electronics,368,574,239.25,
30-Mar-23, Toys ,185,469,$23.85,
26-04-2025,Grocery,681,1709,$8.84,
16-05-2025,Furniture,,226,400.72,
07-07-2024,Cloting,,865,$41.44,
09-06-2024,Cloting,386,1009,39.28,
30-11-2023,TOYS,198,439,23.84,
"Nov 14, 2023",Grocery,672,1409,$8.19,
"Jan 08, 2023",clothing,263,396,$41.69,
2025.01.29,groceries,779,1689,8.91,
2024.03.31,electronics,353,1057,240.8,
09-06-2023,Cloting,279,728,$41.23,
"Dec 24, 2024", Clothing,489,1039,39.59,
09-10-2023, Electronics ,167,489,$243.55,
24-04-2023,Grocery,677,1344,"8,20",
2023.04.03,Clothing,374,974,38.12,
31-01-2023,ELECTRONICS,311,722,"245,52",
03/29/2023,electronics,414,756,$251.83,
"Apr 30, 2025", Clothing,561,1555,38.96,
2025.06.16,GROCERIES ,631,1758,$8.27,
28-Apr-25, groceries ,661,1904,$8.72,
26-Sep-24,groceries,441,1059,8.25,
03-09-2023,toys,190,299,?,
31-03-2024,CLOTHING,381,599,"41,70",
31-Jan-24, Toys ,223,466,24.39,
01/25/2023,Clothing,457,1197,$38.88,
28-09-2024,groceries,329,883,8.69,
07/22/2024,TOYS,157,252,25.18,
"Feb 07, 2024", furniture,170,482,$379.95,
31-Jan-23, furniture,128,200,$413.76,
07/18/2023, groceries ,623,1329,"8,17",
18-01-2025,Toyz,155,394,$24.73,
"Jun 26, 2024",Toys,203,534,$24.35,
21-Dec-23,Toys,224,375,$24.92,
14-Mar-24,Groceries,N/A,1371,8.43,
05/19/2023,Grocery,472,813,$8.36,
2023.08.30,toys,152,424,24.27,
"Sep 06, 2023",toys,128,295,$25.60,
22-Nov-23,furniture,138,371,$382.48,
24-02-2025,Furnitature,134,271,394.44,
2024.06.25,toys,188,375,25.8,
01-02-2025,GROCERIES ,509,900,$8.20,
2024.01.12, Electronics ,229,492,261.16,
"Jan 09, 2024",FURNITURE ,126,198,$386.53,
21-Feb-23,Cloting,503,1205,38.66,
04-Feb-24,groceries,610,1082,8.65,
20-Apr-24,Grocery,609,1672,$8.73,
"Jan 11, 2024", Toys ,184,319,23.74,
30-08-2023,Groceries,447,1029,8.69,
2024.01.17,Toyz,197,302,24.28,
2024.05.24,clothing,331,675,38.34,
"Aug 25, 2023",toys,?,286,$24.95,
2023.12.11,Electroncs,321,834,$259.15,
07-04-2025, Toys ,205,613,$23.72,
10-Jan-25, Clothing,,510,"38,82",
09/29/2024,Furniture,71,160,$398.81,
30-01-2025, groceries ,NULL,1854,8.49,
"May 11, 2023", Clothing,-416,938,40.16,
"Apr 10, 2025", Toys ,245,572,26.07,
"Jun 08, 2023",groceries,645,1082,8.37,
"Oct 08, 2024",furniture,90,160,406.48,
08-Mar-23, Toys ,224,664,"24,27",
19-09-2024,Furniture,91,242,406.94,
2023.07.25,FURNITURE ,-111,224,397.67,
"Mar 21, 2025",electronics,330,920,245.72,
28-09-2024,Toys,108,242,$23.94,
"Jun 20, 2024",Electroncs,38,65,247.59,drop
01/25/2023,Groceries,667,1820,$8.76,
2024.07.15,TOYS,155,342,25.37,
"Jul 30, 2023",GROCERIES ,412,?,8.23,
"Apr 08, 2024",Electroncs,371,829,258.67,
19-Dec-23,Toys,-221,?,$26.15,
"Dec 27, 2024", Toys ,166,370,24.32,
2024.08.06, groceries ,507,1343,8.65,
"Oct 14, 2023",clothing,185,NULL,38.96,
24-02-2023,furniture,112,327,398.8,
11-Jun-24,Groceries,757,2249,8.42,
"Feb 05, 2023",FURNITURE ,NULL,227,N/A,
12-04-2023,ELECTRONICS,369,678,$247.70,
2024.11.18,electronics,327,667,256.37,
11-06-2023,groceries,549,1266,8.63,
08/18/2023,furniture,67,191,385.16,
"Sep 06, 2024",Groceries,360,621,8.72,
26-12-2024, groceries ,769,N/A,,
02-04-2025,Grocery,747,1256,$8.08,
07-05-2023,FURNITURE ,111,308,$407.48,
2025.03.14,CLOTHING,344,1028,41.54,
13-06-2025,Cloting,336,584,39.54,
17-02-2024,Toys,175,329,24.72,
27-Jun-23,electronics,278,439,255.63,
18-12-2024,Toys,304,868,25.81,
2025.06.29, furniture,-104,265,393.96,
26-Dec-24, Electronics ,392,1013,239.79,
"Jul 29, 2024",Furniture,98,158,$393.77,
22-08-2024,Grocery,434,687,8.77,
02/19/2023,ELECTRONICS,250,467,241.85,
2025.01.18, Clothing,336,851,41.63,
"Sep 13, 2023",Cloting,288,546,40.85,
2025.03.29,GROCERIES ,574,1684,8.7,
10-Sep-23,Grocery,330,931,$8.71,
"Feb 26, 2023", Electronics ,276,799,$258.93,
02-07-2024, furniture,122,285,416.98,
